"order_id","order_date","region","city","cuisine","restaurant","daypart","platform","membership","weather","promo","items","distance_km","delivery_min","subtotal","tip","total","rating"
"FD-0180","2024-11-30","West","Portland","Mexican","Chile Verde","Dinner","iOS","Plus","Snow","No",3,5.68,49.4,19.62,3.12,22.74,3.5
"FD-0181","2024-12-03","West","Portland","Ramen","Tonkotsu Lab","Afternoon","Android","Plus","Rain","No",4,2.88,31.7,15.73,3.16,18.89,4
"FD-0182","2024-12-04","South","Austin","Burgers","Patty Wagon","Afternoon","iOS","Free","Clear","No",1,2.99,18.9,12.89,0.58,13.47,4
"FD-0183","2024-12-05","Midwest","Chicago","Thai","Night Market Bowl","Lunch","Android","Free","Clear","No",3,2.57,26,20.85,2.5,23.35,4
"FD-0184","2024-12-06","West","Denver","Ramen","Midnight Noodle","Dinner","iOS","Plus","Cloudy","Yes",3,2.5,29.2,19.91,3.85,23.76,4
"FD-0185","2024-12-07","South","Miami","Burgers","Gold Bun","Dinner","iOS","Plus","Rain","No",3,4.55,40.5,15.79,3.02,18.81,4
"FD-0186","2024-12-09","South","Miami","Pizza","Wood Oven Co","Afternoon","iOS","Free","Rain","Yes",3,2.23,26.6,17.79,3.91,21.7,4.5
"FD-0187","2024-12-11","Midwest","Chicago","Mexican","Masa & Lime","Late Night","Android","Free","Clear","No",3,2.9,24.3,17.98,1,18.98,4.5
"FD-0188","2024-12-11","West","Seattle","Pizza","Late Night Pie","Lunch","Android","Free","Clear","Yes",4,5.38,40.6,14.65,2.37,17.02,4
"FD-0189","2024-12-12","Midwest","Chicago","Sushi","Pacific Roll","Lunch","Android","Free","Cloudy","No",3,5.81,37.7,23.41,2.64,26.05,3.5
"FD-0190","2024-12-12","South","Austin","Thai","Bangkok Alley","Afternoon","iOS","Free","Rain","Yes",4,3.11,22.7,8.77,1.28,10.05,4
"FD-0191","2024-12-15","East","Boston","Burgers","Gold Bun","Lunch","Web","Plus","Clear","No",2,2.93,25.2,13.06,1.63,14.69,4.5
"FD-0192","2024-12-16","South","Nashville","Mexican","Masa & Lime","Afternoon","iOS","Free","Clear","No",3,2.05,25.9,16.12,2.06,18.18,4.5
"FD-0193","2024-12-17","West","Seattle","Mediterranean","Pita Press","Lunch","Android","Pro","Cloudy","No",3,1.18,18.3,22.79,3.77,26.56,5
"FD-0194","2024-12-19","Midwest","Chicago","Sushi","Nori Desk","Lunch","iOS","Free","Clear","No",4,3.27,30.7,27.4,1.18,28.58,4
"FD-0195","2024-12-19","Midwest","Chicago","Sushi","Nori Desk","Late Night","iOS","Plus","Cloudy","No",4,2.08,16.1,25.19,1.69,26.88,4
"FD-0196","2024-12-20","East","Boston","Indian","Cardamom Cart","Late Night","Android","Free","Clear","No",3,3.36,28.1,18.74,2.33,21.07,4.5
"FD-0197","2024-12-20","Midwest","Chicago","Burgers","Gold Bun","Late Night","Android","Free","Clear","No",4,3.66,27.5,26.01,2.51,28.52,4.5
"FD-0198","2024-12-21","East","Boston","Thai","Bangkok Alley","Lunch","iOS","Free","Clear","No",3,1.4,16.6,14.62,2.16,16.78,4
"FD-0199","2024-12-24","South","Miami","Mexican","Chile Verde","Dinner","iOS","Plus","Cloudy","No",1,2.14,28.2,12.06,2.16,14.22,4.5
"FD-0200","2024-12-24","Midwest","Chicago","Pizza","Late Night Pie","Lunch","Android","Free","Rain","Yes",3,3.74,38.3,14.03,1.63,15.66,3.5
"FD-0201","2024-12-25","West","Portland","Ramen","Tonkotsu Lab","Late Night","Web","Plus","Clear","No",5,7.41,43.3,17.12,2.47,19.59,4
"FD-0202","2024-12-25","South","Nashville","Burgers","Smash District","Lunch","iOS","Free","Clear","Yes",2,2.38,23.4,11.95,1.36,13.31,3.5
"FD-0203","2024-12-26","West","Seattle","Pizza","Late Night Pie","Lunch","iOS","Free","Rain","No",6,2.86,33.6,25.8,3.85,29.65,4
"FD-0204","2024-12-26","Midwest","Chicago","Pizza","Wood Oven Co","Afternoon","Web","Free","Cloudy","No",4,5.9,39.9,21.53,2.34,23.87,3.5
"FD-0205","2024-12-26","South","Miami","Ramen","Broth & Bone","Dinner","Android","Pro","Clear","No",3,1.78,26.8,28.06,6.44,34.5,4.5
"FD-0206","2024-12-29","West","Seattle","Burgers","Gold Bun","Late Night","Android","Free","Cloudy","No",3,2.33,13.4,16.81,2.72,19.53,4
"FD-0207","2024-12-30","South","Nashville","Ramen","Broth & Bone","Afternoon","iOS","Pro","Rain","No",4,3.17,31.7,15.75,2.49,18.24,3.5
"FD-0208","2024-12-30","Midwest","Chicago","Sushi","Omakase Express","Dinner","iOS","Pro","Rain","Yes",3,5.18,43.2,24.55,6.55,31.1,4
"FD-0209","2024-12-30","West","Seattle","Ramen","Tonkotsu Lab","Dinner","Android","Free","Cloudy","No",4,1.69,25.8,17.71,2.59,20.3,4.5
"FD-0210","2024-12-31","Midwest","Chicago","Burgers","Smash District","Dinner","Android","Free","Clear","Yes",5,1.9,27.3,14.09,3.1,17.19,3.5
"FD-0211","2025-01-01","Midwest","Chicago","Burgers","Smash District","Dinner","Android","Free","Snow","No",3,2.42,39.9,18.33,2.14,20.47,4
"FD-0212","2025-01-01","South","Austin","Indian","Masala Hour","Dinner","Android","Free","Rain","No",3,2.62,35.8,20.87,3.63,24.5,4.5
"FD-0213","2025-01-01","West","Seattle","Pizza","Late Night Pie","Late Night","Web","Free","Clear","No",2,3.12,24.6,19.94,1.68,21.62,4
"FD-0214","2025-01-02","Midwest","Chicago","Mexican","Chile Verde","Dinner","iOS","Free","Snow","Yes",2,3.49,44.5,10.03,1.4,11.43,4
"FD-0215","2025-01-07","West","Portland","Indian","Cardamom Cart","Afternoon","iOS","Free","Clear","No",2,8.35,44.6,19.67,2.33,22,3
"FD-0216","2025-01-07","South","Miami","Mexican","Masa & Lime","Late Night","iOS","Free","Clear","Yes",2,4.22,27.5,11.69,0.62,12.31,4
"FD-0217","2025-01-07","South","Austin","Thai","Night Market Bowl","Dinner","iOS","Free","Cloudy","No",2,5.11,42,19.52,2.63,22.15,4
"FD-0218","2025-01-08","South","Miami","Mediterranean","Olive & Fig","Dinner","iOS","Free","Clear","No",3,9.82,57.1,18.33,2.07,20.4,3.5
"FD-0219","2025-01-11","Midwest","Chicago","Mexican","Chile Verde","Lunch","iOS","Free","Clear","Yes",3,6.45,46.2,14.32,2.53,16.85,4
"FD-0220","2025-01-12","South","Nashville","Thai","Bangkok Alley","Dinner","Android","Free","Cloudy","No",3,3.47,31.8,13.9,1.77,15.67,4
"FD-0221","2025-01-12","East","Boston","Mediterranean","Pita Press","Dinner","Web","Plus","Cloudy","Yes",4,4.48,32.8,14.31,3.22,17.53,4
"FD-0222","2025-01-13","Midwest","Chicago","Mexican","Chile Verde","Dinner","Web","Pro","Cloudy","Yes",3,3.69,42.2,11.53,2.29,13.82,3.5
"FD-0223","2025-01-13","East","Boston","Sushi","Pacific Roll","Late Night","Web","Free","Cloudy","Yes",4,11.21,56.4,21.96,4.36,26.32,3
"FD-0224","2025-01-15","South","Austin","Pizza","Wood Oven Co","Dinner","iOS","Free","Snow","Yes",5,2.27,35,22.92,4.01,26.93,3.5
"FD-0225","2025-01-15","West","Portland","Mediterranean","Olive & Fig","Late Night","Web","Free","Rain","Yes",5,1.86,29.1,19.99,5.75,25.74,4
"FD-0226","2025-01-16","East","Boston","Mediterranean","Pita Press","Dinner","Android","Pro","Rain","Yes",2,2.12,28.6,12.72,2.26,14.98,4
"FD-0227","2025-01-16","South","Miami","Sushi","Pacific Roll","Lunch","Android","Free","Clear","No",2,6.82,37.1,20.95,2.69,23.64,3.5
"FD-0228","2025-01-18","South","Austin","Indian","Cardamom Cart","Dinner","iOS","Free","Rain","No",3,2.08,32.7,15.39,1.89,17.28,4
"FD-0229","2025-01-20","West","Seattle","Ramen","Broth & Bone","Afternoon","iOS","Free","Cloudy","Yes",4,4.56,35.5,9.31,1.69,11,4
"FD-0230","2025-01-22","West","Denver","Mexican","Chile Verde","Dinner","Android","Plus","Cloudy","No",6,2.92,31.6,19.25,1.65,20.9,4.5
"FD-0231","2025-01-25","East","Boston","Sushi","Omakase Express","Lunch","Android","Free","Cloudy","No",2,2.81,26.5,17.3,2.24,19.54,4.5
"FD-0232","2025-01-26","Midwest","Chicago","Burgers","Smash District","Afternoon","iOS","Free","Clear","No",4,2.43,20.5,14.89,1.8,16.69,4
"FD-0233","2025-01-27","West","Seattle","Burgers","Gold Bun","Dinner","iOS","Plus","Clear","No",4,1.47,25.4,25.05,5.27,30.32,3.5
"FD-0234","2025-01-29","West","Denver","Mexican","Masa & Lime","Lunch","iOS","Free","Cloudy","Yes",2,4.49,38.9,12.07,2.15,14.22,4
"FD-0235","2025-01-31","South","Nashville","Burgers","Patty Wagon","Afternoon","iOS","Free","Clear","Yes",2,1.7,21.6,14.99,2.41,17.4,3.5
"FD-0236","2025-02-01","East","Boston","Sushi","Omakase Express","Dinner","Web","Plus","Clear","No",8,1.6,26,33.42,3.37,36.79,4.5
"FD-0237","2025-02-02","West","Portland","Mediterranean","Olive & Fig","Dinner","iOS","Plus","Rain","No",3,6.01,48.6,17.32,2.63,19.95,3.5
"FD-0238","2025-02-02","West","Portland","Thai","Bangkok Alley","Lunch","Android","Pro","Rain","No",2,3.6,34.5,18.84,4.86,23.7,4.5
"FD-0239","2025-02-03","South","Nashville","Mexican","Chile Verde","Dinner","Android","Pro","Clear","No",3,4.84,41.1,14.74,3.68,18.42,3.5
"FD-0240","2025-02-04","South","Austin","Mexican","Masa & Lime","Late Night","iOS","Free","Clear","No",4,5.25,31.1,20.86,3.2,24.06,4
"FD-0241","2025-02-04","West","Seattle","Mexican","Masa & Lime","Dinner","Android","Plus","Clear","No",2,1.69,26.3,12.02,2.75,14.77,4
"FD-0242","2025-02-06","West","Portland","Thai","Night Market Bowl","Dinner","Android","Pro","Clear","No",2,2.71,26.6,18.04,4.18,22.22,4.5
"FD-0243","2025-02-06","West","Portland","Thai","Bangkok Alley","Dinner","iOS","Pro","Clear","No",4,2.83,30.2,23.98,3.31,27.29,4
"FD-0244","2025-02-07","South","Miami","Burgers","Gold Bun","Late Night","Android","Pro","Clear","No",2,2.55,14.4,14.54,2.31,16.85,4
"FD-0245","2025-02-08","South","Nashville","Thai","Lemongrass Cart","Lunch","iOS","Plus","Cloudy","No",2,5.24,39.1,14.92,2.47,17.39,4
"FD-0246","2025-02-08","South","Nashville","Burgers","Patty Wagon","Late Night","iOS","Free","Clear","Yes",2,3.57,27.1,11.66,1.9,13.56,4
"FD-0247","2025-02-09","West","Seattle","Burgers","Patty Wagon","Dinner","Web","Plus","Clear","Yes",2,2.76,30.1,13.91,2.33,16.24,4.5
"FD-0248","2025-02-10","South","Miami","Sushi","Nori Desk","Lunch","iOS","Plus","Clear","No",4,4.07,29.2,24.9,3.64,28.54,4.5
"FD-0249","2025-02-11","West","Portland","Ramen","Midnight Noodle","Late Night","iOS","Free","Clear","Yes",2,4.13,26.4,13.52,2.33,15.85,4
"FD-0250","2025-02-13","West","Denver","Mediterranean","Pita Press","Dinner","iOS","Free","Clear","Yes",3,1.61,27.7,14.56,3.7,18.26,4.5
"FD-0251","2025-02-14","West","Portland","Pizza","Late Night Pie","Lunch","iOS","Plus","Rain","No",2,3.34,36.6,14.54,2.2,16.74,4
"FD-0252","2025-02-15","South","Miami","Burgers","Smash District","Dinner","Android","Free","Clear","Yes",3,4.17,32.7,12.79,2.34,15.13,4
"FD-0253","2025-02-15","South","Austin","Pizza","Slice Theory","Lunch","iOS","Plus","Clear","No",3,4.83,33.8,14.59,3.35,17.94,4
"FD-0254","2025-02-17","West","Denver","Thai","Lemongrass Cart","Lunch","Android","Free","Clear","No",3,2.28,20.2,13.62,1.1,14.72,4.5
"FD-0255","2025-02-17","Midwest","Chicago","Pizza","Late Night Pie","Lunch","iOS","Free","Cloudy","No",1,2.36,26.9,12.38,1.3,13.68,4
"FD-0256","2025-02-18","West","Seattle","Mediterranean","Olive & Fig","Lunch","Android","Free","Clear","Yes",6,3.22,26.9,10.25,0.62,10.87,4.5
"FD-0257","2025-02-18","South","Austin","Pizza","Wood Oven Co","Late Night","iOS","Plus","Clear","No",2,5.06,28.5,15.3,3.5,18.8,4.5
"FD-0258","2025-02-18","West","Denver","Mexican","Taco Libre","Afternoon","Android","Free","Cloudy","Yes",2,4.18,27.6,9.11,1.66,10.77,4
"FD-0259","2025-02-21","Midwest","Chicago","Pizza","Late Night Pie","Lunch","Web","Free","Clear","Yes",1,2.2,25.4,11.19,1.21,12.4,4
"FD-0260","2025-02-21","West","Denver","Pizza","Slice Theory","Late Night","iOS","Plus","Clear","Yes",4,1.62,14.4,30.66,6.71,37.37,4.5
"FD-0261","2025-02-23","West","Denver","Mexican","Chile Verde","Late Night","Android","Free","Clear","No",2,4.87,25.2,17.74,2.33,20.07,4
"FD-0262","2025-02-24","Midwest","Chicago","Pizza","Late Night Pie","Lunch","iOS","Plus","Clear","No",3,5.11,34.8,13.72,2.36,16.08,4
"FD-0263","2025-02-24","Midwest","Chicago","Mexican","Taco Libre","Dinner","iOS","Plus","Rain","No",4,2.12,36.6,22.03,3.01,25.04,4
"FD-0264","2025-02-25","West","Seattle","Mexican","Masa & Lime","Dinner","Android","Pro","Snow","No",4,1.31,35.6,17.15,3.87,21.02,4.5
"FD-0265","2025-02-25","East","Boston","Indian","Cardamom Cart","Afternoon","iOS","Pro","Rain","No",4,4.06,31.2,20.28,4.15,24.43,3.5
"FD-0266","2025-02-25","West","Portland","Burgers","Smash District","Lunch","Android","Plus","Clear","Yes",4,2.21,25.5,14.58,2.42,17,3.5
"FD-0267","2025-02-27","South","Austin","Ramen","Tonkotsu Lab","Late Night","iOS","Free","Clear","No",3,5.92,36.9,14.86,0.86,15.72,4
"FD-0268","2025-03-01","South","Nashville","Burgers","Patty Wagon","Dinner","iOS","Free","Cloudy","Yes",5,2.74,27,21.26,2.61,23.87,4.5
"FD-0269","2025-03-02","West","Seattle","Burgers","Patty Wagon","Afternoon","iOS","Free","Cloudy","No",1,1.85,20.7,10.29,1.75,12.04,4.5
"FD-0270","2025-03-08","South","Austin","Thai","Bangkok Alley","Dinner","Android","Free","Snow","No",4,2.71,41.4,16.06,2.53,18.59,4
"FD-0271","2025-03-11","South","Austin","Burgers","Patty Wagon","Dinner","Web","Free","Rain","No",2,5.49,49.7,15.47,2.98,18.45,3.5
"FD-0272","2025-03-11","West","Portland","Mediterranean","Olive & Fig","Late Night","iOS","Plus","Clear","No",2,2.99,20.2,21.69,3.38,25.07,4
"FD-0273","2025-03-12","South","Austin","Ramen","Tonkotsu Lab","Lunch","iOS","Plus","Clear","Yes",2,5.67,36.3,14.1,2.66,16.76,4
"FD-0274","2025-03-12","Midwest","Chicago","Burgers","Gold Bun","Late Night","iOS","Pro","Clear","No",3,1.95,11.5,17.9,4.74,22.64,4
"FD-0275","2025-03-13","Midwest","Chicago","Indian","Masala Hour","Dinner","iOS","Pro","Cloudy","No",2,2.69,31,21.26,3.98,25.24,4
"FD-0276","2025-03-13","West","Seattle","Sushi","Pacific Roll","Late Night","Android","Free","Clear","No",4,4.43,21.9,20.58,3.3,23.88,5
"FD-0277","2025-03-15","East","Boston","Pizza","Late Night Pie","Dinner","Android","Free","Cloudy","No",5,1.73,29.2,26.42,3.37,29.79,3.5
"FD-0278","2025-03-15","West","Portland","Burgers","Gold Bun","Dinner","iOS","Free","Clear","No",1,3.01,29.7,11.7,1.51,13.21,4
"FD-0279","2025-03-15","West","Seattle","Mediterranean","Olive & Fig","Late Night","Web","Pro","Clear","No",5,5.05,31.5,26.5,5.97,32.47,4.5
"FD-0280","2025-03-16","Midwest","Chicago","Mexican","Taco Libre","Afternoon","iOS","Free","Rain","No",2,8.92,56,14.45,2.32,16.77,2.5
"FD-0281","2025-03-17","West","Portland","Thai","Lemongrass Cart","Dinner","iOS","Free","Cloudy","No",3,3.86,33,21.94,3.34,25.28,4
"FD-0282","2025-03-20","West","Portland","Thai","Bangkok Alley","Lunch","Android","Plus","Cloudy","Yes",5,7,44.6,13.14,1.36,14.5,4
"FD-0283","2025-03-20","West","Denver","Mexican","Chile Verde","Dinner","iOS","Free","Clear","Yes",2,0.92,26.6,14.31,2.87,17.18,4.5
"FD-0284","2025-03-20","Midwest","Chicago","Sushi","Omakase Express","Lunch","Web","Plus","Clear","No",4,1.99,23.6,27.4,5.36,32.76,4.5
"FD-0285","2025-03-20","West","Seattle","Thai","Bangkok Alley","Dinner","Android","Free","Cloudy","No",3,2.69,36.5,22.89,2.96,25.85,3.5
"FD-0286","2025-03-22","South","Miami","Mediterranean","Olive & Fig","Lunch","iOS","Free","Rain","No",5,3.36,41.6,19.65,2.54,22.19,3.5
"FD-0287","2025-03-24","Midwest","Chicago","Mexican","Masa & Lime","Lunch","Web","Pro","Cloudy","No",3,3.43,29,18.98,3.83,22.81,3.5
"FD-0288","2025-03-25","West","Seattle","Mexican","Taco Libre","Dinner","Web","Plus","Rain","No",3,4.33,42.9,17.97,4.26,22.23,4.5
"FD-0289","2025-03-26","South","Nashville","Mediterranean","Olive & Fig","Dinner","Android","Free","Rain","No",3,1.99,29.9,19.88,1.55,21.43,4
"FD-0290","2025-03-26","East","Boston","Indian","Masala Hour","Dinner","Web","Free","Clear","No",4,1.32,19.5,15.01,1.39,16.4,3.5
"FD-0291","2025-03-27","West","Denver","Burgers","Gold Bun","Dinner","iOS","Free","Rain","No",4,2.06,24.2,15.3,3.04,18.34,4.5
"FD-0292","2025-03-27","West","Portland","Sushi","Nori Desk","Late Night","iOS","Plus","Clear","No",3,4.21,25.6,28.48,6.28,34.76,4.5
"FD-0293","2025-03-27","South","Austin","Mexican","Taco Libre","Dinner","Android","Pro","Cloudy","Yes",3,2.4,30.3,19.67,3.1,22.77,4
"FD-0294","2025-03-29","West","Denver","Sushi","Pacific Roll","Lunch","Android","Pro","Clear","No",5,2.58,25.3,37.03,10.33,47.36,4.5
"FD-0295","2025-03-31","West","Denver","Mexican","Masa & Lime","Dinner","iOS","Pro","Clear","No",5,1.56,22,23.64,4.31,27.95,5
"FD-0296","2025-04-01","West","Seattle","Indian","Masala Hour","Dinner","Web","Free","Clear","No",2,3.72,34,14.76,1.13,15.89,4
"FD-0297","2025-04-04","South","Miami","Burgers","Smash District","Dinner","iOS","Free","Clear","No",2,3.63,29.9,19.23,1.89,21.12,4
"FD-0298","2025-04-06","South","Miami","Mexican","Masa & Lime","Dinner","iOS","Free","Clear","Yes",2,4.46,42.7,9.55,1.9,11.45,4
"FD-0299","2025-04-07","South","Austin","Mexican","Masa & Lime","Afternoon","Web","Free","Cloudy","No",2,2.07,20.1,12.15,1.38,13.53,4
"FD-0300","2025-04-07","West","Portland","Mexican","Taco Libre","Lunch","Android","Free","Clear","Yes",2,5.18,39.3,10.22,1.3,11.52,4
"FD-0301","2025-04-08","West","Denver","Burgers","Gold Bun","Dinner","Web","Free","Rain","No",4,2.7,32.8,16.56,1.99,18.55,4
"FD-0302","2025-04-09","East","Boston","Burgers","Gold Bun","Dinner","Android","Free","Clear","Yes",3,2.58,26.6,17.08,3.3,20.38,4
"FD-0303","2025-04-09","West","Seattle","Indian","Cardamom Cart","Dinner","Android","Plus","Rain","No",5,7.34,53.5,27.61,5.59,33.2,4
"FD-0304","2025-04-10","West","Seattle","Pizza","Wood Oven Co","Lunch","iOS","Plus","Cloudy","Yes",5,2.81,22.9,21.96,5.33,27.29,3
"FD-0305","2025-04-11","West","Portland","Mexican","Chile Verde","Dinner","iOS","Free","Clear","No",3,2.84,39.9,14.05,1.61,15.66,3.5
"FD-0306","2025-04-11","South","Miami","Mediterranean","Citrus Grill","Late Night","Web","Plus","Clear","No",1,3.37,21.2,12.9,0.71,13.61,4.5
"FD-0307","2025-04-11","South","Nashville","Ramen","Tonkotsu Lab","Dinner","iOS","Free","Cloudy","No",3,4.65,34,14.86,2.67,17.53,4
"FD-0308","2025-04-12","Midwest","Chicago","Thai","Lemongrass Cart","Late Night","iOS","Free","Rain","No",4,5.57,40,22.87,2.15,25.02,4.5
"FD-0309","2025-04-14","Midwest","Chicago","Sushi","Nori Desk","Lunch","Android","Plus","Clear","No",3,2.94,20.4,24.96,4.01,28.97,4.5
"FD-0310","2025-04-14","West","Seattle","Mediterranean","Pita Press","Dinner","iOS","Free","Snow","No",3,1.94,31.1,15.32,2.12,17.44,3.5
"FD-0311","2025-04-18","South","Austin","Mediterranean","Citrus Grill","Dinner","iOS","Free","Clear","No",4,1.97,20.3,23.88,4.02,27.9,4
"FD-0312","2025-04-21","West","Portland","Thai","Lemongrass Cart","Afternoon","Web","Pro","Rain","No",3,3.28,38.8,19.86,2.8,22.66,4
"FD-0313","2025-04-21","Midwest","Chicago","Ramen","Tonkotsu Lab","Lunch","Android","Plus","Cloudy","No",3,4.19,35.1,17.69,3.42,21.11,3.5
"FD-0314","2025-04-22","South","Miami","Mexican","Chile Verde","Dinner","Android","Plus","Cloudy","No",4,3.19,28.4,21.11,2.73,23.84,4.5
"FD-0315","2025-04-22","South","Miami","Indian","Cardamom Cart","Dinner","Android","Free","Clear","No",3,3.16,31,15.24,0.95,16.19,4.5
"FD-0316","2025-04-24","West","Denver","Indian","Cardamom Cart","Afternoon","Android","Plus","Clear","No",1,5.07,31.6,11.91,1.19,13.1,4.5
"FD-0317","2025-04-24","South","Miami","Burgers","Patty Wagon","Dinner","iOS","Plus","Cloudy","No",4,5.78,36.2,29.18,4.56,33.74,4
"FD-0318","2025-04-26","West","Seattle","Pizza","Slice Theory","Afternoon","Android","Free","Clear","Yes",2,0.82,11.5,16.81,3.53,20.34,3.5
"FD-0319","2025-04-27","West","Portland","Thai","Night Market Bowl","Dinner","Web","Free","Clear","No",2,3.3,30.5,18.6,2.38,20.98,4
"FD-0320","2025-05-02","South","Miami","Ramen","Tonkotsu Lab","Lunch","iOS","Free","Cloudy","Yes",5,2.67,23.3,8.02,0.76,8.78,4
"FD-0321","2025-05-04","South","Austin","Mexican","Taco Libre","Dinner","Web","Plus","Clear","No",1,2.45,28.6,13.17,1.41,14.58,3.5
"FD-0322","2025-05-04","West","Seattle","Indian","Tandoor Lane","Dinner","Android","Pro","Clear","No",5,3.75,37.9,26,5.37,31.37,4
"FD-0323","2025-05-04","West","Portland","Mexican","Masa & Lime","Lunch","Android","Plus","Clear","No",2,2.35,22,12.8,2.55,15.35,4.5
"FD-0324","2025-05-05","West","Denver","Pizza","Wood Oven Co","Lunch","Android","Free","Clear","Yes",4,5.15,35.8,15.64,0.35,15.99,3.5
"FD-0325","2025-05-06","Midwest","Chicago","Indian","Cardamom Cart","Lunch","Android","Free","Clear","Yes",1,2.05,24.3,8.27,1.06,9.33,4.5
"FD-0326","2025-05-07","South","Nashville","Burgers","Patty Wagon","Dinner","iOS","Free","Clear","No",2,3.66,29.2,19.12,0.92,20.04,4.5
"FD-0327","2025-05-08","Midwest","Chicago","Mexican","Taco Libre","Lunch","Android","Plus","Clear","No",2,4.16,37.6,12.77,1.9,14.67,4
"FD-0328","2025-05-13","West","Portland","Burgers","Smash District","Late Night","Android","Free","Snow","No",3,2.54,25.4,19.34,2.73,22.07,4
"FD-0329","2025-05-13","South","Nashville","Mediterranean","Olive & Fig","Afternoon","iOS","Plus","Cloudy","No",3,3.3,26.3,14.11,2.11,16.22,4.5
"FD-0330","2025-05-14","West","Portland","Burgers","Smash District","Lunch","iOS","Pro","Cloudy","No",3,3.43,34.7,15.48,2.17,17.65,4
"FD-0331","2025-05-15","West","Portland","Burgers","Patty Wagon","Dinner","iOS","Plus","Rain","No",4,3.15,41.8,22.42,3.59,26.01,3.5
"FD-0332","2025-05-15","South","Austin","Thai","Night Market Bowl","Dinner","iOS","Plus","Clear","No",6,4.18,32.9,22.83,3.61,26.44,3.5
"FD-0333","2025-05-15","South","Austin","Mediterranean","Citrus Grill","Dinner","iOS","Plus","Clear","No",3,7.34,43.8,24.01,3.12,27.13,3.5
"FD-0334","2025-05-15","Midwest","Chicago","Burgers","Patty Wagon","Dinner","Android","Free","Clear","No",3,2.21,26.2,19.01,3.17,22.18,5
"FD-0335","2025-05-17","West","Portland","Indian","Tandoor Lane","Afternoon","iOS","Pro","Rain","No",3,2.72,27.7,13.51,2.71,16.22,4
"FD-0336","2025-05-18","West","Seattle","Burgers","Smash District","Lunch","Android","Free","Clear","No",2,1.94,22.7,9.39,1.29,10.68,4.5
"FD-0337","2025-05-19","South","Austin","Burgers","Gold Bun","Dinner","iOS","Pro","Rain","No",3,3.23,41.4,23.92,4.48,28.4,4
"FD-0338","2025-05-20","Midwest","Chicago","Sushi","Nori Desk","Late Night","Android","Free","Snow","No",4,1.93,26.3,23.78,3.2,26.98,3.5
"FD-0339","2025-05-21","South","Austin","Mexican","Masa & Lime","Late Night","Android","Free","Snow","No",4,3.5,33.8,17.45,2.53,19.98,4
"FD-0340","2025-05-22","South","Austin","Indian","Cardamom Cart","Late Night","Android","Free","Cloudy","No",3,3.95,26,23.4,2.41,25.81,3.5
"FD-0341","2025-05-23","Midwest","Chicago","Mexican","Masa & Lime","Lunch","Android","Pro","Snow","No",2,4.3,43.4,17.43,3.06,20.49,4
"FD-0342","2025-05-23","South","Nashville","Mexican","Taco Libre","Late Night","Android","Free","Clear","No",2,2.25,17.2,17.06,2.2,19.26,4
"FD-0343","2025-05-23","West","Seattle","Mexican","Taco Libre","Dinner","Android","Free","Rain","Yes",4,1.99,39.3,19.42,4.52,23.94,4
"FD-0344","2025-05-24","South","Nashville","Indian","Cardamom Cart","Afternoon","Android","Free","Clear","Yes",2,2.19,19.5,12.25,1.65,13.9,4
"FD-0345","2025-05-25","South","Nashville","Pizza","Slice Theory","Dinner","iOS","Free","Rain","No",4,4.88,42.4,29.34,5.51,34.85,3.5
"FD-0346","2025-05-25","South","Nashville","Burgers","Smash District","Late Night","Android","Free","Clear","Yes",2,1.79,24.8,15.16,1.81,16.97,4.5
"FD-0347","2025-05-25","Midwest","Chicago","Pizza","Late Night Pie","Dinner","Web","Pro","Rain","No",5,2.39,32.6,32.2,9.11,41.31,3.5
"FD-0348","2025-05-27","South","Miami","Mediterranean","Citrus Grill","Dinner","Web","Pro","Cloudy","No",3,3.11,30.9,25.69,4.94,30.63,4.5
"FD-0349","2025-05-27","South","Austin","Ramen","Broth & Bone","Late Night","iOS","Plus","Clear","No",4,1.55,15.8,15.09,2.9,17.99,3.5
"FD-0350","2025-05-28","West","Portland","Indian","Cardamom Cart","Late Night","iOS","Pro","Cloudy","No",3,4.32,33.6,19.63,2.92,22.55,4
"FD-0351","2025-05-29","South","Miami","Indian","Tandoor Lane","Dinner","iOS","Pro","Clear","No",3,5.07,35.9,19.78,3.48,23.26,4
"FD-0352","2025-05-31","West","Portland","Mediterranean","Olive & Fig","Late Night","iOS","Plus","Cloudy","No",3,5.4,35.1,20.67,2.97,23.64,4
"FD-0353","2025-05-31","West","Portland","Thai","Bangkok Alley","Dinner","iOS","Pro","Clear","Yes",3,1.16,19.1,20.85,4.48,25.33,4
"FD-0354","2025-06-02","West","Portland","Burgers","Patty Wagon","Dinner","iOS","Free","Snow","Yes",2,3.72,41.8,15.44,3.05,18.49,3.5
"FD-0355","2025-06-03","South","Austin","Sushi","Omakase Express","Lunch","iOS","Free","Clear","No",5,6.01,42.1,43.91,4.8,48.71,4
"FD-0356","2025-06-05","South","Austin","Indian","Tandoor Lane","Dinner","iOS","Pro","Clear","No",3,2.98,37.2,19.3,4.61,23.91,4
"FD-0357","2025-06-05","East","Boston","Indian","Masala Hour","Afternoon","iOS","Plus","Clear","No",4,2.43,15.3,13.81,2.04,15.85,4.5
"FD-0358","2025-06-05","Midwest","Chicago","Ramen","Tonkotsu Lab","Dinner","iOS","Plus","Clear","No",3,4.25,34.1,15.67,1.9,17.57,4
